名稱,分類,緯度,經度,地址,電話,介紹,圖片
歐蜜斯烘焙坊,美食饗宴;伴手禮,23.483548,120.457941,嘉義市民權路118號,05-2777093,Smile微笑，是一種滿足，一種幸福。歐蜜斯選用了Smile為代表，也秉持將滿足與幸福傳達給每一位品嘗著歐蜜斯糕點的顧客們。店老闆早年在高雄半工半讀當學徒，學了一身好手藝，之後回到家鄉開店，至今18年。<br><br>對他而言，麵包店讓他得以支撐起一個家，也與鄰舍鄉里有了親近且溫暖的情誼。因此，現在做麵包對他來說，反而帶著一種感恩的心情， 讓他努力想把麵包做到最好，同時不斷研發讓大家吃了更健康、更美味的糕點。低糖、低脂、天然原味，是歐蜜斯所訴求的新健康主義。就算看起來都一樣的糕點，歐蜜斯的一吃入口，就是有不一樣的幸褔滋味！ 除販售麵包外，店裡也提供中西式外燴及訂結婚喜餅訂購服務。,http://fun.chiayi.gov.tw/cy2012/images/666/images/歐蜜斯烘焙坊1.jpg
貴族世家,主題餐廳,23.478756,120.47856,嘉義市東區大雅路二段167號,05-2743889,貴族世家1995年在板橋成立第一家，憑著永續經營與服務大眾的精神經營事業，先後在各地樹立獨特的美食形象成功的發展出180家加盟連鎖店。<br><br>產品特色提供多樣化，附餐濃湯、沙拉及高級冰淇淋免費供應，不斷地創新、突破、求進步，做到好還要更好，物超所值的價格、舒適的用餐環境、親切的服務深獲民心，在全程的把關下，自行進口高級肉品及雜貨，堅持提供最好的材料、本著逆水行舟不進則退的信念，為顧客提供最健康、最精緻的餐點，以及最滿意的服務，同時以顧客至上的服務品質團隊精神積極建立企業管理制度，以一顆誠摯的心來服務大眾。<br>,http://fun.chiayi.gov.tw/cy2012/images/555/images/貴族世家(大雅店)1.jpg
大將國際開發股份有限公司,魅力商圈;特色老店再現風華,23.454684,120.435451,嘉義市民生南路935號,,1972年，大將皮包股份公司成立於台灣嘉義，穩紮穩打的在台灣製造業累積出豐厚的經驗和好口碑，由名牌代工起家的大將公司，嚴格的替客戶品質把關，以專業的熱忱親切的服務，建立良好的信譽。品牌創始人林宗勳先生感動於設計帶給生活的美感激盪，當台灣大部分的製造業還只停留在生產製造的階段，林先生已經帶領了大將設計團隊針對喜愛運動的朋友們提供最優質、獨特並能代表團隊形象及生命力的商品。<br><br>2008年，大將成立「SPORT KING 運動王」運動休閒系列，包括自行車、直排輪、瑜珈、高爾夫球運動服等專業運動服。2011年大將皮包正式更名為「大將國際開發股份有限公司」，成立自有品牌「MASDAR」。「Masdar」是阿拉伯語，語意中有「資源、來源、本源」的意思，因此公司以MASDAR為新創品牌命名，取其源點→無限大→到未來的意義。,http://fun.chiayi.gov.tw/cy2012/images/692/images/2013102135239大將國際開發股份有限公司1.jpg
春川韓式料理,美食饗宴;異國料理;大小雅路商圈,23.477339,120.473775,嘉義市大雅路二段411號,05-2784578,嘉義地區鮮有正統韓式料理，故於嘉義地區開設讓嘉義及臺灣人都驚艷之正統的韓式料理。春川遵循韓式正統製作，選用道地的韓國本土食材，製作一系列口碑菜色像是石鍋拌飯、辣炒年糕、韓式烤肉、人蔘雞、海鮮煎餅……等都是本店的招牌菜色。<br><br>本店有整潔及獨具特色的韓國擺設，像是韓國人偶，也有韓國特產食材的解說知識。本店銷售之韓國嚴選人蔘茶、韓式辣醬、柚子茶、韓國燒酒……等，皆由老闆親自至韓國取材，對於韓國料理的謹慎與用心，值得您來細細體會。<br>,http://fun.chiayi.gov.tw/cy2012/images/572/images/春川韓式料理1.jpg
風尚人文咖啡館,美食饗宴;主題餐廳,23.465785,120.438842,嘉義市重慶路68號 ,05-2350968 ,風尚人文咖啡館致力追求「效率」、「服務」、「品質」、「創新」四大方針為品牌經營的堅持理念。嘉義分店室內營業面積316坪，室外庭園營業面積120坪，專用停車場600坪，歐式人文建築，瀰漫著濃郁的咖啡書香，經常性舉辦藝文展示活動，咖啡 美食 藝文 舒適空間=幸福滋味。風尚為減少各店現場操作流程不必要的時間浪費，並要兼顧每一份餐都是原味重現，所有的餐點都由中央廚房統一料理、製作包裝、統一配送。中央廚房並扮演起各店廚房操作人員的現場料理教育訓練，以及產品研發工作，令消費者體驗享受到鮮味道地的美食流行趨勢。不論是一般日子上班族用餐時段的餐聚、商談，亦或是假日擠滿家庭聚會的場面，皆為發生在風尚各店的熟悉場景。<br>,http://fun.chiayi.gov.tw/cy2012/images/567/images/風尚人文咖啡館1.jpg
芳鄰蛋糕,美食饗宴;伴手禮,23.47295,120.45412,嘉義市吳鳳南路621巷27號,05-2398762 ,位於嘉義市吳鳳南路的「芳鄰蛋糕」已有20年歷史，主要銷售產品有生日蛋糕、小西點、麵包、訂婚禮餅…等，禮盒則有超人氣的鳳梨酥、綠豆椪和香甜濃郁的烤布丁，除店面銷售更開啟網路行銷，希望讓更多顧客都能品嚐到美味可口的麵包、西點。,http://fun.chiayi.gov.tw/cy2012/images/581/images/芳鄰蛋糕1.jpg
小象咖啡,美食饗宴;風味茶飲,23.467577,120.43631,嘉義市興業西路520號,05-2843609 ,「小象咖啡」座落於嘉義市興業西路上，我們堅持使用新鮮咖啡豆，並進口來自世界各地的生豆，精挑細選生豆，再經由專業技術來炒豆烘焙，新鮮好豆加上專業煮咖啡手藝，馬上就能讓您品嚐到一杯香氣四溢的好咖啡。<br><br>由於新鮮度十足，煮出來咖啡香醇濃郁，令人著迷。此外，「小象咖啡」也提供顧客專業的技術指導，教您購買咖啡豆後如何煮出一杯好咖啡，為讓更多人品嚐新鮮咖啡豆，我們更提供宅配訂購服務，無論您身在何處都可以電話訂購，由專人寄至您府上，便利快速，讓您隨時都能享受香醇好咖啡。,http://fun.chiayi.gov.tw/cy2012/images/559/images/小象咖啡1.jpg
福全社區,生態樂活;社區悠遊,23.476552,120.433179,範圍約在友忠路、縱貫鐵路、嘉雄陸橋、中央排水幹線、中興路之間,無,福全社區內有嘉義市議會及嘉義市農會，以及祭祀媽祖的伏龍宮及祭祀三太子的南天門太子行宮，在中興路及北港路的交叉口有面彩繪塗鴉牆，牆上繪有伏龍宮、僑平國校、棉麻會社等，是福全社區的縮影，而友忠公園是社區居民休閒的好所在。<br><br>文化資產：<br>◎伏龍宮，位於福全里番仔溝田仔，主祀天上聖母，日治時期當地瘟疫流行，遂自東石庄蛤仔寮港宮奉請聖母二媽，瘟疫始告平息。<br>◎南天門太子行宮，主祀中壇元帥。,http://fun.chiayi.gov.tw/cy2012/images/949/images/20131125102140福全社區1.jpg
48Home,美食饗宴;主題餐廳,23.477359,120.459572,嘉義市融和街48號,05-2777422,一對年輕夫妻的夢想，一棟充滿歐洲風情的鄉間小屋，帶著與世隔絕的獨立感超然的傲視四周。由夢想為開端，期望建構新的歷史，「48HOME」正在萌芽，以全新的面貌。<br>  以求學時期修習廣告設計所揣摩出的敏銳感，「48HOME」這間擁有60多年歷史的老房子自民國100年（2011）開始被賦予新的風貌。就如同許多老屋重生的店家一樣，店長張小姐同樣有著一心維護歷史價值的使命感存在；不同的是，擁有多年教授鄉村彩繪設計的她所構思的「48HOME」，在原創性及個人風格的傳達上，有著老師級人物的獨特發想與手法。無論是將鋁線信手折出裝飾籃或廚房用品，或店內活靈活現的雕刻品與色彩活潑的彩繪品，每樣作品都出自她溫柔且細膩的雙手。<br>  因為想要全新經營「48HOME」，店長將從事多年的鄉村彩繪教室暫時吹熄燈號，然則喜歡創作的心依然不減，於是她的創意充斥在店內每個角落。「48HOME」除了是她專屬的展示臺，也是與喜歡彩繪的朋友互相交流的空間。於是在這裡，處處充滿了驚喜的臉龐及笑聲。而靈感，更從未間斷！<br>  從整理老屋時就不惜成本使用進口、無毒的塗料；到正式營運時堅持自己採買食材，使用新鮮溫體牛肉等。每樣堅持都需要時間才能看到些許成果。所以店長感性的說著「感謝先生無條件的支持，讓她能用自己所堅持的方式，提供客人最完善的服務」。<br>「48HOME」除了吸引喜歡歐式鄉村風格的朋友外，也曾有婚紗業者在此取景，為新人留下永恆的紀念。然則它能夠在僻靜的巷弄間漸漸的闖出名號，靠的不僅是具特色的歐風裝置，而是無處不在的創意巧思，與時時都有新意的溫暖空間。,http://fun.chiayi.gov.tw/cy2012/images/932/images/48Home1.jpg
阿吉鱔魚麵,美食饗宴;國民美食,23.477639,120.453044,嘉義市蘭井街113號,05-2237194,吉人自有天相的阿吉老闆！賣鱔魚麵已經33年了。<br>阿吉鱔魚麵的店名由來緣自於客人的習慣，來店消費的客人總是對老闆「阿吉、阿吉」的稱呼，阿吉老闆就想：這麼好聽、好記、親切的名字不僅是自己的名字而已，也是鱔魚麵與客人之間最佳的連結，於是決定把店名取作「阿吉鱔魚麵」。<br>阿吉老闆的爸爸是賣魯肉飯的，他的大哥接手繼續經營滷肉飯的生意，所以爸爸建議阿吉去學炒鱔魚麵的技術。教阿吉炒鱔魚麵的師傅不希望自己一身的絕學失傳，因此不藏私的傾囊相授。師傅將所學教給阿吉後，他也不斷地再摸索、再研發符合客人口味的鱔魚麵。老闆娘說道：客人才是師傅！<br>阿吉鱔魚麵每天限量供應，為的就是要保持食材的新鮮，如此才能保證阿吉老闆炒出來的每一盤美味鱔魚麵不走味。除此之外，老闆夫婦對食材品質的要求相當嚴格，只要不滿意就會一直找尋上等的食材，直到找到滿意的為止。事實上，臺灣原生種鱔魚已經絕種，大陸進口的雖然比較貴，不過也比較接近臺灣品種。而洋蔥配料也要高品質，拌炒起來才會香、脆、甜。此外蒜頭、辣椒一定選用臺灣本產的，這樣的品質才有保障。<br>阿吉鱔魚麵的王牌油麵，是從公公婆婆的時代就一直合作的供應廠商；黑醋也要沉澱過後才能上場！這些都是阿吉鱔魚麵好吃的秘訣。不過真正讓阿吉鱔魚麵建立好口碑及特色的關鍵，也是阿吉鱔魚麵幕後的最大功臣則是煤炭！它的溫度高達1400度，由於高溫集中在鍋底，不僅考驗老闆炒麵的功夫，而且炭火熱炒出來的鱔魚麵就是多了一份炭香味，一口吃下包裹著炭燒香氣的麵條，越吃越刷嘴，那滋味只有等您親身來體會才知道。,http://fun.chiayi.gov.tw/cy2012/images/938/images/阿吉鱔魚麵1.jpg
民國火雞肉飯,美食饗宴;國民美食,23.476758,120.460817,嘉義市民國路72號,05-2754665,民國火雞肉飯老闆娘許媽媽在嘉義市火雞肉飯料理界已有10多年的經歷，接手頂下原民國火雞肉飯也已經經營6年了。<br>許媽媽之所以頂下民國火雞肉飯來經營，其背後隱藏著一位母親對孩子疼惜的愛。由於許媽媽的兒子之前在餐廳做廚師，常常要熬夜，媽媽心疼寶貝兒子的健康，希望他能有一個正常作息的工作，因緣際會頂下了民國火雞肉飯，讓廚師兒子來經營這家店，所以，現在民國火雞肉飯的老闆這位年輕的許老闆。<br>民國火雞肉飯的雞肉飯，紅蔥酥是許媽媽自己手切油炸的，火雞肉也堅持用手切，因為手切的力道讓火雞肉原汁可以完全保留，醬汁則是用火雞骨頭慢火熬出骨頭的香氣以後，再加入陳年甘醇醬油一起煮出獨特的醬汁，淋在火雞肉飯上或當燙青菜的沾醬，別有一番風味。<br>民國火雞肉飯的招牌料理有手工製作苦瓜丸，以及加入小魚乾、高麗菜、豆腐、油豆腐的味噌湯，另外下水湯、現煮豬血湯、蛤蠣湯、蚵仔湯等也是人氣的招牌菜色。小菜的部份主推白菜滷，這是一道先將扁魚爆香酥之後加入蒜頭、再放入大白菜滷到香軟的手路菜，另外，滷筍干、五味醬汁魷魚、火雞肉片等小菜同樣也是點菜率頗高的配菜。   <br>許老闆有10年以上廚藝料理的經驗，在民國火雞肉飯的店裡除了美味的雞肉飯之外，也可品嚐到許老闆拿手的義大利麵。由於在民國路上學生族群很多，親民的價位讓學生吃得起義大利麵，又再來一碗火雞肉飯，讓學生吃得高興，老闆母子也樂開懷，皆大歡喜！,http://fun.chiayi.gov.tw/cy2012/images/796/images/民國火雞肉飯1.jpg
明成軒,美食饗宴;伴手禮;十大伴手禮暨人氣商品,23.474529,120.426426,嘉義市玉山路186巷52號,05-2318055,"杏仁豬肉薄片：手工現烤加上獨特蛋捲造型，入口滿是層層酥脆以及杏仁自然芳香，特殊口感老人大人及小孩皆適宜。<br>肉鬆：純豬肉烘炒不加任何防腐劑及豆粉，純天然調味料製，天然健康。",http://fun.chiayi.gov.tw/cy2012/images/681/images/2013918152450明成軒1.jpg
蘭潭後山步道,生態樂活;生態導覽,23.478126,120.489881,嘉義市東郊山仔頂附近,無,來到蘭潭後山步道，最常見的就是清早與傍晚來這運動的市民，在依傍蘭潭的蘭潭後山公園步道上，有三、四條通往蘭潭的步道，在地人會擇踏上步道走至小山頂，從遠處眺望蘭潭的湖光山色，由山頂向下眺望，蘭潭波平如鏡，碧綠萬頃的圖像如畫般盡收眼底，美不勝放。<br><br>若您來到蘭潭後山公園，建議您選擇最大的一條步道「好漢坡」來活動，雖然坡度陡峭，距離不近，但會帶給熱愛運動的您極大挑戰，於冒險中娛樂，更增添樂趣！步道中央設有扶手欄杆，沿途兩旁挺拔的樹群帶來不少芬多精，吸引相當多遊客前來旅遊。,http://fun.chiayi.gov.tw/cy2012/images/633/images/蘭潭後山步道1.jpg
嘉義都會森林公園,生態樂活;生態導覽,23.484307,120.471206,民權路上，與嘉義樹木園、嘉義公園相鄰,無,嘉義都會森林公園於2014年正式開放，讓嘉義市再添一片綠色樹海。都會森林公園新闢園區約5.5公頃，與林業試驗所的植物園、百年嘉義公園連成一氣，面積合計共36.24公頃。由於北回歸線從嘉義經過，特殊地理與氣候適合熱帶與亞熱帶植物生長，整個園區遍植多種熱帶植物，再加上植物園內老樹扶疏、風景雅緻，百年嘉義公園的文史寶藏，集合生態、人文、觀光休閒，是都市叢林內的生態寶地，歡迎市民多加利用。<br><br>整個園區以打造「百年公園、生態教育、綠境休憩」的森活城市為規劃主題，設置沉砂池兼滯洪池4座、地下蓄保水箱230噸，種植喬木1300餘株，灌木7萬1000餘株，地被2萬9800餘株及草皮3400平方公尺，可有效降低都市溫度，增加二氧化碳吸收量，調節都市氣候，成為嘉義市最大最重要的城市之肺。此外並落實生態工法及「設施減量」的原則，園區主、次要步道共有2260公尺，提供市民充裕的健行空間。,http://fun.chiayi.gov.tw/cy2012/images/989/images/2014410102845都會森林公園01.jpg
紅毛井,古蹟攬勝;名勝古蹟,23.477896,120.454508,嘉義市蘭井街83號,無,位於蘭井街與忠孝路交會處附近的紅毛井是嘉義市內年代最久遠的歷史遺跡，為荷蘭人據臺時期（1624-1662）所鑿建，約有三百多年的歷史。因漢人稱荷蘭人為「紅毛仔」，遂將這口井稱為「紅毛井」，而蘭井街更因這口井而得名。<br>自1635年起，荷蘭殖民當局對外貿易開始穩定，逐步招撫臺灣的原住民。1936年，荷蘭人的勢力範圍逐漸從南往北擴展至嘉義地區，荷蘭東印度公司陸續派駐專任政務員及牧師於諸羅山社從事治理與傳教工作，因派駐人員日漸增多，為供應駐地人員生活與飲水需求，選定諸羅山社的聚落中心開鑿水井，即為今之「紅毛井」。<br>到了明鄭時期，吳智武總兵鎮守並屯田於諸羅山，設營於紅毛井之北，並整修此井。入清之後，乾隆27年（1762），諸羅知縣衛克堉以此井水甘美，冠於全諸羅山，而以「蘭井泉甘」之名列入諸羅八景之一。《臺灣府志》亦載：「紅毛井，在縣署之左。開自荷蘭，因以名。方廣六尺，深二丈許，泉甘洌於他井，相傳居民汲飲是井，則不犯疫癘。」可知當時的紅毛井為一方井，居民常飲則可免於疫厲之患。此外，清末嘉義進士徐德欽描述此井泉水「清滌襟煩同玉醁，甘回舌本勝瓊漿，茶烹合用銀壺貯，綆汲誰偕雪水量。」<br>不過到了日治時期，官署已在水井貼上「不適於飲用」的告示。甚至在昭和3年（1928）12月11日的報紙報導紅毛井已成穢水差池，並被磚石填滿。所幸，民國59年（1970）嘉義市長許世賢重修此井，並在井上架設鐵欄，立「紅毛井整修紀念碑誌」。至民國86年（1997）時，嘉義市政府又重修圓形井欄，並在周圍增加意象鋪面的設計。<br>  現在的紅毛井委身於市場旁，曾入選文建會民國90年（2001）網路票選「臺灣歷史建築百景」，有空不妨來此尋訪，懷思古之幽情。,http://fun.chiayi.gov.tw/cy2012/images/940/images/紅毛井1.jpg
亞亞風味館,美食饗宴;主題餐廳,23.477034,120.460264,嘉義市民族路48號,05-2756838,溫馨的家庭風佈置，與由店長兒子所繪製的吉祥物小鴨，鮮明的定調出亞亞風味館給人的溫柔氣氛。這如同家一般的自在感受，牽動著每位遊子的心。<br>  除了廣受好評的每日固定料理之外，店長的特別料理更是擄獲饕客的心。不固定的70~80種菜樣由店長與太太發想，從日常生活擷取的靈感與閱覽世界各地的食譜所整理出的秘方，從不怕客人會吃膩。<br>因為希望每位上門的客人都能吃的健康、安心。所以本業從事有機食品品管的店長，更是運用其專業，在食材的揀選上分外留心。店家為客人的健康把關的心，也反映在均衡而營養的菜色中。<br>  注重營養的均衡、不過度攝取鹽份、講究菜樣的變化性，甚至在擺盤上也講究美觀，種種的用心並不是一般家庭餐廳所能夠提供的。身為美語老師的老闆娘說，為了營造一個放心成長的環境，夫妻倆人同心協力，希望的就是能經營一間陪著大家一起成長的店，所以儘管辛苦，他們卻甘之如飴。<br>  有鑑於現代雙薪家庭的趨勢，能提供一處讓全家人及孩子放心用餐的場所，不用擔心食品衛生及發育中孩子的營養缺乏，這樣的意念讓老闆夫婦在店內的細節裡多有留心。所以無論是為小朋友調整的椅子高度或是安全餐具，都是店家從細微處就體現的用心。<br>  現點現做的餐點，在一般家庭餐廳中實屬罕見，然則新鮮的健康食物，是店家唯一想提供給客人的。所以在亞亞風味館裡，給自己預留一些放鬆的時刻，愜意的享用如同媽媽烹煮出的貼心家常菜吧！,http://fun.chiayi.gov.tw/cy2012/images/801/images/亞亞風味館1.jpg
莫內咖啡坊 ,美食饗宴;主題餐廳,23.469289,120.438413,嘉義市新建街10號,05-2365344,已經開店15年，店主當初由台北搬回嘉義，因找不到好喝的咖啡，索性自己開了一家。店內不供應簡餐，但提供三明治、法式土司盒、烤厚片土司等輕食，黃金曼特寧及牙買加咖啡是店內招牌，特別調製的莫內咖啡由曼特寧及巴西再加上店主特別的配方而成，極具特色；水果茶及各式奶茶也風味頗佳，且鮪魚土司盒非常值得一試。,http://fun.chiayi.gov.tw/cy2012/images/563/images/莫內咖啡坊1.jpg
蘇周連宗祠,歷史古蹟;名勝古蹟,23.474128,120.451762,嘉義市垂楊路326號,無,來到文化路與垂楊路口的文化公園散步，可以看到文化公園東南角處有一座閩南式建築，鄰近高樓大廈與公園綠地之間顯得格外搶眼，走近一看，「蘇周連宗祠」大大的匾額高掛於正廳大門前的樑楣上，非常醒目。<br>  蘇周連宗祠是嘉義市目前存留年代最久遠的祠堂，至今已有百餘年的歷史。由於光緒21年（1895）清廷將臺灣割讓日本，原本每年返回大陸祭祖的蘇氏族人眼看日後返鄉之路必然有所限制，於是在明治29年(1896) 籌款向當時嘉義街街長、同時也是蘇氏族人的蘇孝德購置一幢舊宅，經整修後稱之「蘇氏家廟」，作為嘉義地區蘇氏宗親祭祖及聯誼所用。昭和14年（1939）重修家廟並成立蘇氏宗親會，到了民國47年（1958）擴大為蘇周連宗親會，從蘇氏家廟發展成蘇、周、連三姓的共同祠堂，並將家廟改稱「蘇周連宗祠」。<br>民國80年（1991）左右，蘇周連宗祠土地被劃為文化公園預定地，與周遭的木造老房子一樣即將面臨拆除的命運；不過在宗親會鍥而不捨地向市府爭取列入古蹟保存下，終於在民國89年（2000）被市政府公告指定為古蹟，並著手進行宗祠修復工作。<br>  蘇周連宗祠原為一般民宅，屬一條龍式的閩南建築風格，全幢5開間及1進式三合院，建築之雕工精緻細膩、彩繪也極其精美，尤其木構窗戶有特殊的開啟設計，極為罕見，藝術價值頗高。走進祠內，廳堂上除了安奉由大陸迎奉來臺的蘇周連歷代祖先神位及蘇氏先祖考取進士、受封位之神位31尊外，還同祀蘇氏救命恩公洪公祖的神位，表現出不忘救命恩德及知恩圖報的節義情誼。壁牆上又掛有開拓興建者的遺像及簡介，更可完整地瞭解蘇周連先祖在嘉義之發展事跡，發思古之幽情。,http://fun.chiayi.gov.tw/cy2012/images/877/images/蘇周連宗祠1.jpg
舊延平街無名米糕,美食饗宴;國民美食;文化路商圈,23.476397,120.448831,嘉義市國華街96號,05-2255740,令許多嘉義人懷念的老味道，舊延平街無名米糕重新開幕了！<br>  蔡老闆夫婦在延平街舊址賣米糕25年，不過在民國99年（2010）因老闆娘生病的緣故，突然休業了一陣子，也來不及告知忠實的老顧客，害得客人們以為再也吃不到令人難忘的米糕。所幸，經過一年兩個月的時間，老闆娘將病養好後，於民國100年（2011）6月25日才又在國華街現址重新開業，讓得知開業消息的饕客朋友們欣喜若狂，重溫無名米糕記憶在味蕾的好滋味。<br>  早年老闆娘的父母親於中正路與新榮路口處賣米糕，在嘉義也是一家知名的小吃店。蔡老闆夫婦師承父母的絕學，後來在延平街做起米糕的生意，開業之初，父母親總會幫蔡老闆夫婦推薦客人來消費，所以在創業的過程不致於遇上大挫折，因此老闆夫婦總是對父母親由衷的感恩。<br>  對於製作米糕的材料一點也不馬虎，早上九點老闆便開始到市場採買，選購大塊的新鮮腿肉，回店後以手工現切現做，每天只準備固定的量，賣完即收，因此在這裡絕不會吃到隔夜的食物；滷蛋也是以新鮮的雞蛋滷製，每天限量不超過100顆，因此蛋黃吃起來Q彈又回香。就因為老闆對食材的嚴格講究，下午四點開賣後，通常到晚上七、八點就已賣完，一天總能賣上數百碗。<br>  舊延平街無名米糕好吃的原因就在於米粒綿密卻又分明，而滷汁淡雅卻又餘韻留香，除了純正紅燒做法的魯肉片外，老闆還會鋪上一份清爽解膩的小黃瓜，伴著簡約的米糕吃在嘴裡發揮清脆提味的功能，難怪二十多年來總是許多人的最愛。<br>  老闆娘說，雖然在延平街舊址也開了一家米糕店，彼此之間並沒有關聯。要吃懷舊的老味道，只有在國華街舊延平街無名米糕才吃得到！,http://fun.chiayi.gov.tw/cy2012/images/894/images/舊延平街無名米糕1.jpg
嘉義阿銘牛肉麵,美食饗宴;國民美食,23.481989,120.456177,嘉義市和平路186號,05-2235955,還記得「阿銘小學沒畢業，現在想要辦大學」的廣告詞嗎？在臺南賣牛肉麵的阿銘（李錦銘）一直有一個心願，就是希望有生之年能夠興辦一所大學，這樣的弘願不僅感動了侯孝賢導演為其拍廣告募款，也讓時任總統的陳水扁南下讚揚他的義舉。<br>雖然現在大學辦不成，不過牛肉麵卻從臺南傳香至嘉義。創立於民國65年（1976）的阿銘牛肉為了讓用心烹調的美味分享給更多人，將真功夫傳給唯一的嫡傳弟子王昭惠，王老闆原本是一位資深的護理師，在其人生陷入谷底之時，當時是阿銘師傅對她講一句話：「我要再造妳有價值的生活」。這讓原本在醫院手拿注射針筒的白衣天使化身為手拿鍋碗瓢盆的料理主廚。<br>像照顧病人一樣用心料理牛肉麵，每一個步驟都是兢兢業業，不敢輕忽草率，深怕稍有閃失，就無法保持牛肉真正的健康、營養及新鮮度。每天清晨5點即以新鮮牛肉及牛大骨熬煮鮮美的牛肉湯底，完全不添加醬油及人工味精，熬燉出介於清燉與紅燒之間，深沈油亮的牛肉湯頭無紅燒湯頭油膩，又比清燉湯頭濃郁入味，味道呈現新鮮甘甜、溫順入喉，喝了不膩不渴。<br>由於靠著特殊乾炒冰糖來彰顯牛肉原有的鮮甜，湯底顏色呈現自然闇黑油亮，聞起來有一股特別的香氣，加上牛肉是採用善化肉品市場現宰新鮮臺灣牛肉，以自調的特製配方料理，如此牛肉新鮮又沒有腥味，提升牛肉麵該有的濃度、鮮度及層次，是健康又養身的美味。<br>除了牛肉麵之外，招牌牛肉乾麵、私房京醬麵、牛肉湯餃、印度薑黃牛肉咖哩飯等都是不容錯過的美味，難怪嘉義阿銘牛肉麵能榮獲諸羅十大地方特色小吃的肯定。,http://fun.chiayi.gov.tw/cy2012/images/745/images/嘉義阿銘牛肉麵1.jpg
阿波鴨肉,美食饗宴;國民美食;文化路商圈,23.475879,120.451704,嘉義市興中街52號,05-2259080,在充滿生機與活力的文化公園周遭有著這麼一處辛勤耕耘20多年的傳統好味。多年來，從小攤子到店面，再從一個店面擴充到兩個店面；由原本只有自家人幫忙的局面到聘請多位員工的規模，嘉義人如此看著阿波鴨肉麵的成長，也是在地人念念不忘的小吃美食。現在，可以看到穿著紅色整齊制服的員工熱切的招呼著，讓人甫進門就能感受那份溫暖的活力。<br>從民國68年（1979）就開始學藝的老闆簡先生，在民國70年（1981）便隨著師傅比賽征戰，並在中餐烹調國際比賽中獲得肯定。當時年輕的老闆對鴨肉並不熟悉，然而在因緣際會下，認識了鴨肉世家的第二代許金河先生，並在始祖許老先生的首肯下學習紅燒鴨肉麵這原不外傳的獨門手藝。自此對天然鴨肉的健康甜美有了全新的觀念。<br>因為鴨肉的製程與技術都無法假借機器之手，因此僅僅是前置作業就必須耗費6個小時之久，方能將其中的精華完整的呈現，說到工作的辛勞自然不在話下。然則除了感念當初恩師不藏私的將技術傾囊相授外，要將這份傳統工法的美味延續下去的意念，更是老闆時刻不忘的動力。<br>近年來為了提供客人更舒適的用餐環境，除了自己構思出清爽簡約的設計外，寫著「在地風味」四個大字的古早味吊燈也巧妙的點出阿波鴨肉麵樸實的特性。<br>希望店內每樣餐點都能夠為客人所喜愛，而不只有一樣招牌菜，秉持這樣的精神提供用心烹煮的料理，不需要過於繁複的調味，卻還是大家不論再久都會想念的味道。,http://fun.chiayi.gov.tw/cy2012/images/923/images/阿波鴨肉1.jpg
義堤義式餐坊 ,美食饗宴;異國料理,23.491548,120.458175,嘉義市新生路531號,05-2710568 ,來自台灣的Ivan遠赴義大利拜師學廚，與當地的Tina譜出一段異國戀曲，兩人相知相惜但卻不被Tina父親認同，Ivan決定回家鄉開一家義式餐坊，並以兩人的名字命名為義堤，希望用愛與行動力來證明兩人的愛情。<br><br>義堤的起源來自這段愛情故事，加上我們是一群熱愛烹飪的廚師，於是我們一起開了這家義堤義式餐坊，義大利麵、焗烤、燉飯、平價排餐、主廚推薦排餐和浪漫下午茶。我們沒有高雅的裝潢，採用時下流行的彩繪來做裝飾，突顯浪漫的義國風情，期待您的光臨與指教。,http://fun.chiayi.gov.tw/cy2012/images/522/images/義堤義式餐坊1.jpg
埤子頭社區,生態樂活;社區悠遊,23.490021,120.449746,範圍約在文化路、博愛陸橋、縱貫鐵路之間,無,埤子頭因位於原「北香湖」水域前端的湖岸，故以此為名。社區內有座埤子頭植物園，設立於1908年，原是橡膠樹的繁殖苗圃園，後來作為造林樹種與綠化苗木的場所，可以說是都市之肺，社區內的王靈宮是重要的活動據點，另外社區內還有全台唯一的手工汽水。,http://fun.chiayi.gov.tw/cy2012/images/964/images/20131125105734埤子頭社區1.jpg
麥味登,國民美食,23.48285,120.48416,嘉義市東區文雅街158號,05-2775462,三年前創業的麥味登文雅店，自日商公司退休的店長夫妻秉持著下列一貫的嚴格經營方針，只為了滿足顧客們的需求：<br>一、嚴選優質食材與物料 <br>二、強調食品安全衛生、責任保證絕不妥協 <br>三、用心做好每份餐點，真心服務每位顧客 <br><br>日式的管理系統、簡潔的作業動線，食品衛生管理亦十分的嚴謹。堅決拒用劣質品、精準掌握食材的來源，每日供應的豆漿，均選用非基因改良黃豆精心研磨，為每位顧客吃的健康嚴加把關。履獲模範店殊榮的麥味登文雅店，擁有許多與眾不同的特色餐點，並提供貼心的外送服務。麥味登更受到外國顧客的喜愛，更是各中小學與運動比賽餐點團購首選！<br>,http://fun.chiayi.gov.tw/cy2012/images/554/images/麥味登(文雅店)1.jpg
